Education,JoiningYear,PaymentTier,Age,ExperienceInCurrentDomain,LeaveOrNot,city_is_bangalore,city_is_pune,city_is_new_delhi,gender_is_male,gender_is_female,is_ever_benched,is_never_benched,Education_intervals,Education_categories,JoiningYear_intervals,JoiningYear_categories,PaymentTier_intervals,PaymentTier_categories,Age_intervals,Age_categories,ExperienceInCurrentDomain_intervals,ExperienceInCurrentDomain_categories
Bachelors,2016,2,36,4,1,0,0,1,0,1,0,1,"(1, 1)",1,"(4, 4)",4,"(2, 2)",2,"(14, 14)",14,"(4, 4)",4
Bachelors,2013,3,38,5,0,1,0,0,1,0,0,1,"(1, 1)",1,"(1, 1)",1,"(3, 3)",3,"(16, 16)",16,"(5, 5)",5
Bachelors,2015,2,39,1,1,0,1,0,0,1,1,0,"(1, 1)",1,"(3, 3)",3,"(2, 2)",2,"(17, 17)",17,"(1, 1)",1
Bachelors,2014,3,31,3,0,0,1,0,1,0,0,1,"(1, 1)",1,"(2, 2)",2,"(3, 3)",3,"(9, 9)",9,"(3, 3)",3
Bachelors,2015,3,40,3,1,0,0,1,1,0,0,1,"(1, 1)",1,"(3, 3)",3,"(3, 3)",3,"(18, 18)",18,"(3, 3)",3
Bachelors,2013,3,39,0,0,1,0,0,1,0,0,1,"(1, 1)",1,"(1, 1)",1,"(3, 3)",3,"(17, 17)",17,"(0, 0)",0
Bachelors,2015,3,32,4,0,1,0,0,0,1,0,1,"(1, 1)",1,"(3, 3)",3,"(3, 3)",3,"(10, 10)",10,"(4, 4)",4
Bachelors,2014,3,34,1,0,1,0,0,1,0,0,1,"(1, 1)",1,"(2, 2)",2,"(3, 3)",3,"(12, 12)",12,"(1, 1)",1
Masters,2015,3,38,1,0,0,0,1,1,0,0,1,"(2, 2)",2,"(3, 3)",3,"(3, 3)",3,"(16, 16)",16,"(1, 1)",1
Bachelors,2014,1,39,2,0,1,0,0,1,0,0,1,"(1, 1)",1,"(2, 2)",2,"(1, 1)",1,"(17, 17)",17,"(2, 2)",2
Bachelors,2018,2,34,4,1,0,1,0,0,1,0,1,"(1, 1)",1,"(6, 6)",6,"(2, 2)",2,"(12, 12)",12,"(4, 4)",4
Bachelors,2017,3,38,1,0,0,1,0,1,0,1,0,"(1, 1)",1,"(5, 5)",5,"(3, 3)",3,"(16, 16)",16,"(1, 1)",1
Masters,2017,2,33,2,0,0,0,1,1,0,0,1,"(2, 2)",2,"(5, 5)",5,"(2, 2)",2,"(11, 11)",11,"(2, 2)",2
Bachelors,2014,3,41,5,0,1,0,0,1,0,0,1,"(1, 1)",1,"(2, 2)",2,"(3, 3)",3,"(19, 19)",19,"(5, 5)",5
Masters,2017,1,39,0,0,0,1,0,1,0,0,1,"(2, 2)",2,"(5, 5)",5,"(1, 1)",1,"(17, 17)",17,"(0, 0)",0
Masters,2013,3,39,2,0,0,1,0,1,0,0,1,"(2, 2)",2,"(1, 1)",1,"(3, 3)",3,"(17, 17)",17,"(2, 2)",2
Bachelors,2014,3,41,5,0,1,0,0,1,0,0,1,"(1, 1)",1,"(2, 2)",2,"(3, 3)",3,"(19, 19)",19,"(5, 5)",5
Bachelors,2012,3,40,4,0,1,0,0,1,0,0,1,"(1, 1)",1,"(0, 0)",0,"(3, 3)",3,"(18, 18)",18,"(4, 4)",4
Bachelors,2014,3,36,0,0,1,0,0,1,0,0,1,"(1, 1)",1,"(2, 2)",2,"(3, 3)",3,"(14, 14)",14,"(0, 0)",0
Bachelors,2015,3,34,0,0,1,0,0,1,0,0,1,"(1, 1)",1,"(3, 3)",3,"(3, 3)",3,"(12, 12)",12,"(0, 0)",0
Bachelors,2015,3,31,4,0,1,0,0,1,0,0,1,"(1, 1)",1,"(3, 3)",3,"(3, 3)",3,"(9, 9)",9,"(4, 4)",4
Bachelors,2012,3,36,0,0,1,0,0,1,0,1,0,"(1, 1)",1,"(0, 0)",0,"(3, 3)",3,"(14, 14)",14,"(0, 0)",0
Masters,2017,2,35,1,1,0,1,0,1,0,0,1,"(2, 2)",2,"(5, 5)",5,"(2, 2)",2,"(13, 13)",13,"(1, 1)",1
Bachelors,2017,3,32,2,0,1,0,0,1,0,0,1,"(1, 1)",1,"(5, 5)",5,"(3, 3)",3,"(10, 10)",10,"(2, 2)",2
Bachelors,2017,3,33,5,0,0,1,0,1,0,1,0,"(1, 1)",1,"(5, 5)",5,"(3, 3)",3,"(11, 11)",11,"(5, 5)",5
Bachelors,2016,3,34,2,0,1,0,0,1,0,0,1,"(1, 1)",1,"(4, 4)",4,"(3, 3)",3,"(12, 12)",12,"(2, 2)",2
Bachelors,2017,3,39,3,0,1,0,0,1,0,0,1,"(1, 1)",1,"(5, 5)",5,"(3, 3)",3,"(17, 17)",17,"(3, 3)",3
Bachelors,2018,3,38,0,1,1,0,0,1,0,0,1,"(1, 1)",1,"(6, 6)",6,"(3, 3)",3,"(16, 16)",16,"(0, 0)",0
Bachelors,2012,2,35,1,1,0,1,0,0,1,0,1,"(1, 1)",1,"(0, 0)",0,"(2, 2)",2,"(13, 13)",13,"(1, 1)",1
Bachelors,2015,2,40,5,1,0,1,0,0,1,1,0,"(1, 1)",1,"(3, 3)",3,"(2, 2)",2,"(18, 18)",18,"(5, 5)",5
Bachelors,2017,3,41,3,0,0,1,0,1,0,0,1,"(1, 1)",1,"(5, 5)",5,"(3, 3)",3,"(19, 19)",19,"(3, 3)",3
Bachelors,2016,1,33,3,0,1,0,0,0,1,1,0,"(1, 1)",1,"(4, 4)",4,"(1, 1)",1,"(11, 11)",11,"(3, 3)",3
Masters,2017,1,40,0,0,0,0,1,1,0,0,1,"(2, 2)",2,"(5, 5)",5,"(1, 1)",1,"(18, 18)",18,"(0, 0)",0
Bachelors,2018,3,33,3,1,1,0,0,0,1,0,1,"(1, 1)",1,"(6, 6)",6,"(3, 3)",3,"(11, 11)",11,"(3, 3)",3
Masters,2017,2,32,2,0,1,0,0,1,0,0,1,"(2, 2)",2,"(5, 5)",5,"(2, 2)",2,"(10, 10)",10,"(2, 2)",2
Bachelors,2014,3,32,2,0,0,1,0,1,0,1,0,"(1, 1)",1,"(2, 2)",2,"(3, 3)",3,"(10, 10)",10,"(2, 2)",2
Bachelors,2015,3,32,2,0,0,0,1,0,1,0,1,"(1, 1)",1,"(3, 3)",3,"(3, 3)",3,"(10, 10)",10,"(2, 2)",2
Bachelors,2016,2,37,2,1,0,1,0,0,1,0,1,"(1, 1)",1,"(4, 4)",4,"(2, 2)",2,"(15, 15)",15,"(2, 2)",2
Bachelors,2015,3,40,5,0,1,0,0,1,0,0,1,"(1, 1)",1,"(3, 3)",3,"(3, 3)",3,"(18, 18)",18,"(5, 5)",5
Bachelors,2016,3,38,1,0,1,0,0,1,0,0,1,"(1, 1)",1,"(4, 4)",4,"(3, 3)",3,"(16, 16)",16,"(1, 1)",1
PHD,2018,3,33,4,1,0,0,1,0,1,0,1,"(3, 3)",3,"(6, 6)",6,"(3, 3)",3,"(11, 11)",11,"(4, 4)",4
Masters,2017,2,40,4,0,0,0,1,1,0,0,1,"(2, 2)",2,"(5, 5)",5,"(2, 2)",2,"(18, 18)",18,"(4, 4)",4
Masters,2017,2,35,2,0,0,0,1,1,0,0,1,"(2, 2)",2,"(5, 5)",5,"(2, 2)",2,"(13, 13)",13,"(2, 2)",2
Bachelors,2016,3,33,3,0,1,0,0,1,0,0,1,"(1, 1)",1,"(4, 4)",4,"(3, 3)",3,"(11, 11)",11,"(3, 3)",3
Bachelors,2017,3,37,4,0,1,0,0,1,0,0,1,"(1, 1)",1,"(5, 5)",5,"(3, 3)",3,"(15, 15)",15,"(4, 4)",4
Bachelors,2013,3,38,0,0,1,0,0,1,0,0,1,"(1, 1)",1,"(1, 1)",1,"(3, 3)",3,"(16, 16)",16,"(0, 0)",0
Bachelors,2018,3,32,2,1,1,0,0,1,0,0,1,"(1, 1)",1,"(6, 6)",6,"(3, 3)",3,"(10, 10)",10,"(2, 2)",2
Bachelors,2017,3,40,2,0,1,0,0,0,1,0,1,"(1, 1)",1,"(5, 5)",5,"(3, 3)",3,"(18, 18)",18,"(2, 2)",2
Bachelors,2015,3,33,2,0,0,0,1,0,1,0,1,"(1, 1)",1,"(3, 3)",3,"(3, 3)",3,"(11, 11)",11,"(2, 2)",2
Bachelors,2013,3,34,5,0,1,0,0,1,0,0,1,"(1, 1)",1,"(1, 1)",1,"(3, 3)",3,"(12, 12)",12,"(5, 5)",5
Bachelors,2017,3,38,4,0,0,0,1,0,1,0,1,"(1, 1)",1,"(5, 5)",5,"(3, 3)",3,"(16, 16)",16,"(4, 4)",4
Bachelors,2018,2,31,3,1,0,1,0,0,1,0,1,"(1, 1)",1,"(6, 6)",6,"(2, 2)",2,"(9, 9)",9,"(3, 3)",3
Bachelors,2014,3,32,4,0,0,1,0,0,1,0,1,"(1, 1)",1,"(2, 2)",2,"(3, 3)",3,"(10, 10)",10,"(4, 4)",4
Bachelors,2013,3,35,1,0,1,0,0,1,0,1,0,"(1, 1)",1,"(1, 1)",1,"(3, 3)",3,"(13, 13)",13,"(1, 1)",1
Bachelors,2014,3,35,0,1,1,0,0,1,0,0,1,"(1, 1)",1,"(2, 2)",2,"(3, 3)",3,"(13, 13)",13,"(0, 0)",0
Bachelors,2012,3,33,4,0,1,0,0,0,1,0,1,"(1, 1)",1,"(0, 0)",0,"(3, 3)",3,"(11, 11)",11,"(4, 4)",4
Bachelors,2012,3,41,0,0,0,0,1,0,1,0,1,"(1, 1)",1,"(0, 0)",0,"(3, 3)",3,"(19, 19)",19,"(0, 0)",0
Bachelors,2015,1,31,3,1,0,1,0,0,1,0,1,"(1, 1)",1,"(3, 3)",3,"(1, 1)",1,"(9, 9)",9,"(3, 3)",3
Bachelors,2016,3,34,3,0,1,0,0,1,0,0,1,"(1, 1)",1,"(4, 4)",4,"(3, 3)",3,"(12, 12)",12,"(3, 3)",3
Masters,2016,3,32,1,1,1,0,0,1,0,0,1,"(2, 2)",2,"(4, 4)",4,"(3, 3)",3,"(10, 10)",10,"(1, 1)",1
Bachelors,2012,3,36,5,0,1,0,0,1,0,0,1,"(1, 1)",1,"(0, 0)",0,"(3, 3)",3,"(14, 14)",14,"(5, 5)",5
Bachelors,2014,2,40,3,1,0,1,0,0,1,0,1,"(1, 1)",1,"(2, 2)",2,"(2, 2)",2,"(18, 18)",18,"(3, 3)",3
Bachelors,2012,3,31,3,0,0,1,0,1,0,0,1,"(1, 1)",1,"(0, 0)",0,"(3, 3)",3,"(9, 9)",9,"(3, 3)",3
Bachelors,2014,1,34,5,0,1,0,0,0,1,0,1,"(1, 1)",1,"(2, 2)",2,"(1, 1)",1,"(12, 12)",12,"(5, 5)",5
Masters,2013,3,41,2,1,0,0,1,0,1,1,0,"(2, 2)",2,"(1, 1)",1,"(3, 3)",3,"(19, 19)",19,"(2, 2)",2
Masters,2017,2,32,2,0,0,0,1,1,0,0,1,"(2, 2)",2,"(5, 5)",5,"(2, 2)",2,"(10, 10)",10,"(2, 2)",2
Bachelors,2016,3,41,2,0,1,0,0,1,0,0,1,"(1, 1)",1,"(4, 4)",4,"(3, 3)",3,"(19, 19)",19,"(2, 2)",2
Masters,2014,3,33,3,0,0,0,1,1,0,0,1,"(2, 2)",2,"(2, 2)",2,"(3, 3)",3,"(11, 11)",11,"(3, 3)",3
Bachelors,2013,3,33,0,1,1,0,0,0,1,0,1,"(1, 1)",1,"(1, 1)",1,"(3, 3)",3,"(11, 11)",11,"(0, 0)",0
Bachelors,2013,3,39,2,0,0,1,0,0,1,0,1,"(1, 1)",1,"(1, 1)",1,"(3, 3)",3,"(17, 17)",17,"(2, 2)",2
Masters,2018,3,40,2,1,0,1,0,1,0,0,1,"(2, 2)",2,"(6, 6)",6,"(3, 3)",3,"(18, 18)",18,"(2, 2)",2
Bachelors,2017,3,34,3,0,0,0,1,1,0,0,1,"(1, 1)",1,"(5, 5)",5,"(3, 3)",3,"(12, 12)",12,"(3, 3)",3
Bachelors,2016,3,41,5,0,0,1,0,1,0,1,0,"(1, 1)",1,"(4, 4)",4,"(3, 3)",3,"(19, 19)",19,"(5, 5)",5
Bachelors,2015,3,37,5,1,0,1,0,1,0,0,1,"(1, 1)",1,"(3, 3)",3,"(3, 3)",3,"(15, 15)",15,"(5, 5)",5
Masters,2017,3,32,4,1,1,0,0,0,1,0,1,"(2, 2)",2,"(5, 5)",5,"(3, 3)",3,"(10, 10)",10,"(4, 4)",4
Bachelors,2017,3,41,3,0,1,0,0,1,0,0,1,"(1, 1)",1,"(5, 5)",5,"(3, 3)",3,"(19, 19)",19,"(3, 3)",3
Bachelors,2018,3,34,2,1,1,0,0,0,1,1,0,"(1, 1)",1,"(6, 6)",6,"(3, 3)",3,"(12, 12)",12,"(2, 2)",2
Masters,2017,3,38,5,1,1,0,0,1,0,0,1,"(2, 2)",2,"(5, 5)",5,"(3, 3)",3,"(16, 16)",16,"(5, 5)",5
Bachelors,2017,3,40,3,0,1,0,0,0,1,0,1,"(1, 1)",1,"(5, 5)",5,"(3, 3)",3,"(18, 18)",18,"(3, 3)",3
Masters,2017,3,35,2,0,0,1,0,1,0,0,1,"(2, 2)",2,"(5, 5)",5,"(3, 3)",3,"(13, 13)",13,"(2, 2)",2
Bachelors,2015,3,31,1,0,0,1,0,1,0,0,1,"(1, 1)",1,"(3, 3)",3,"(3, 3)",3,"(9, 9)",9,"(1, 1)",1
Bachelors,2016,3,39,4,0,0,1,0,1,0,0,1,"(1, 1)",1,"(4, 4)",4,"(3, 3)",3,"(17, 17)",17,"(4, 4)",4
Bachelors,2018,3,39,1,1,1,0,0,1,0,0,1,"(1, 1)",1,"(6, 6)",6,"(3, 3)",3,"(17, 17)",17,"(1, 1)",1
Bachelors,2018,3,32,3,1,1,0,0,1,0,0,1,"(1, 1)",1,"(6, 6)",6,"(3, 3)",3,"(10, 10)",10,"(3, 3)",3
Bachelors,2015,3,38,5,0,1,0,0,1,0,0,1,"(1, 1)",1,"(3, 3)",3,"(3, 3)",3,"(16, 16)",16,"(5, 5)",5
Bachelors,2015,3,35,3,0,1,0,0,1,0,0,1,"(1, 1)",1,"(3, 3)",3,"(3, 3)",3,"(13, 13)",13,"(3, 3)",3
Bachelors,2013,1,38,4,0,1,0,0,1,0,0,1,"(1, 1)",1,"(1, 1)",1,"(1, 1)",1,"(16, 16)",16,"(4, 4)",4
Bachelors,2012,3,32,1,1,0,0,1,1,0,0,1,"(1, 1)",1,"(0, 0)",0,"(3, 3)",3,"(10, 10)",10,"(1, 1)",1
Bachelors,2014,2,37,5,1,0,1,0,0,1,0,1,"(1, 1)",1,"(2, 2)",2,"(2, 2)",2,"(15, 15)",15,"(5, 5)",5
Bachelors,2015,3,35,0,0,0,1,0,1,0,0,1,"(1, 1)",1,"(3, 3)",3,"(3, 3)",3,"(13, 13)",13,"(0, 0)",0
Bachelors,2017,3,41,4,1,0,1,0,0,1,0,1,"(1, 1)",1,"(5, 5)",5,"(3, 3)",3,"(19, 19)",19,"(4, 4)",4
Masters,2015,3,36,0,0,1,0,0,1,0,0,1,"(2, 2)",2,"(3, 3)",3,"(3, 3)",3,"(14, 14)",14,"(0, 0)",0
Bachelors,2017,3,35,2,0,1,0,0,1,0,0,1,"(1, 1)",1,"(5, 5)",5,"(3, 3)",3,"(13, 13)",13,"(2, 2)",2
Masters,2017,2,36,2,1,0,0,1,1,0,0,1,"(2, 2)",2,"(5, 5)",5,"(2, 2)",2,"(14, 14)",14,"(2, 2)",2
Masters,2017,1,34,1,0,1,0,0,1,0,0,1,"(2, 2)",2,"(5, 5)",5,"(1, 1)",1,"(12, 12)",12,"(1, 1)",1
Bachelors,2015,3,36,3,0,1,0,0,1,0,0,1,"(1, 1)",1,"(3, 3)",3,"(3, 3)",3,"(14, 14)",14,"(3, 3)",3
Bachelors,2017,2,33,3,0,0,1,0,1,0,0,1,"(1, 1)",1,"(5, 5)",5,"(2, 2)",2,"(11, 11)",11,"(3, 3)",3
Masters,2018,3,38,2,1,0,0,1,1,0,0,1,"(2, 2)",2,"(6, 6)",6,"(3, 3)",3,"(16, 16)",16,"(2, 2)",2
PHD,2013,3,35,3,1,0,0,1,0,1,1,0,"(3, 3)",3,"(1, 1)",1,"(3, 3)",3,"(13, 13)",13,"(3, 3)",3
Bachelors,2015,2,37,3,1,0,0,1,0,1,0,1,"(1, 1)",1,"(3, 3)",3,"(2, 2)",2,"(15, 15)",15,"(3, 3)",3
Bachelors,2017,3,31,0,0,1,0,0,1,0,0,1,"(1, 1)",1,"(5, 5)",5,"(3, 3)",3,"(9, 9)",9,"(0, 0)",0
Bachelors,2017,2,40,2,1,0,1,0,0,1,0,1,"(1, 1)",1,"(5, 5)",5,"(2, 2)",2,"(18, 18)",18,"(2, 2)",2
Bachelors,2015,3,32,3,1,0,1,0,0,1,0,1,"(1, 1)",1,"(3, 3)",3,"(3, 3)",3,"(10, 10)",10,"(3, 3)",3
Bachelors,2015,3,35,2,0,1,0,0,1,0,1,0,"(1, 1)",1,"(3, 3)",3,"(3, 3)",3,"(13, 13)",13,"(2, 2)",2
Bachelors,2012,3,38,0,0,1,0,0,1,0,1,0,"(1, 1)",1,"(0, 0)",0,"(3, 3)",3,"(16, 16)",16,"(0, 0)",0
Bachelors,2015,2,36,0,1,0,1,0,0,1,0,1,"(1, 1)",1,"(3, 3)",3,"(2, 2)",2,"(14, 14)",14,"(0, 0)",0
Masters,2015,3,36,3,0,0,1,0,1,0,0,1,"(2, 2)",2,"(3, 3)",3,"(3, 3)",3,"(14, 14)",14,"(3, 3)",3
Masters,2014,3,32,5,0,0,0,1,0,1,0,1,"(2, 2)",2,"(2, 2)",2,"(3, 3)",3,"(10, 10)",10,"(5, 5)",5
Bachelors,2018,2,37,0,1,0,1,0,0,1,0,1,"(1, 1)",1,"(6, 6)",6,"(2, 2)",2,"(15, 15)",15,"(0, 0)",0
Bachelors,2018,3,35,0,1,0,1,0,0,1,0,1,"(1, 1)",1,"(6, 6)",6,"(3, 3)",3,"(13, 13)",13,"(0, 0)",0
Bachelors,2015,1,36,4,1,0,1,0,0,1,0,1,"(1, 1)",1,"(3, 3)",3,"(1, 1)",1,"(14, 14)",14,"(4, 4)",4
Bachelors,2015,2,34,5,1,0,0,1,0,1,0,1,"(1, 1)",1,"(3, 3)",3,"(2, 2)",2,"(12, 12)",12,"(5, 5)",5
Masters,2017,2,35,0,0,0,0,1,0,1,0,1,"(2, 2)",2,"(5, 5)",5,"(2, 2)",2,"(13, 13)",13,"(0, 0)",0
Masters,2017,2,38,5,0,0,0,1,0,1,0,1,"(2, 2)",2,"(5, 5)",5,"(2, 2)",2,"(16, 16)",16,"(5, 5)",5
Bachelors,2015,2,39,5,1,0,1,0,0,1,0,1,"(1, 1)",1,"(3, 3)",3,"(2, 2)",2,"(17, 17)",17,"(5, 5)",5
Bachelors,2012,2,32,5,1,0,1,0,0,1,0,1,"(1, 1)",1,"(0, 0)",0,"(2, 2)",2,"(10, 10)",10,"(5, 5)",5
Masters,2017,2,37,2,0,0,1,0,1,0,0,1,"(2, 2)",2,"(5, 5)",5,"(2, 2)",2,"(15, 15)",15,"(2, 2)",2
Bachelors,2015,3,32,5,0,1,0,0,0,1,0,1,"(1, 1)",1,"(3, 3)",3,"(3, 3)",3,"(10, 10)",10,"(5, 5)",5
Bachelors,2017,2,38,0,0,0,0,1,1,0,0,1,"(1, 1)",1,"(5, 5)",5,"(2, 2)",2,"(16, 16)",16,"(0, 0)",0
Bachelors,2012,2,36,5,1,0,1,0,0,1,0,1,"(1, 1)",1,"(0, 0)",0,"(2, 2)",2,"(14, 14)",14,"(5, 5)",5
Masters,2016,1,37,2,1,1,0,0,1,0,0,1,"(2, 2)",2,"(4, 4)",4,"(1, 1)",1,"(15, 15)",15,"(2, 2)",2
Bachelors,2017,3,32,4,0,0,1,0,1,0,0,1,"(1, 1)",1,"(5, 5)",5,"(3, 3)",3,"(10, 10)",10,"(4, 4)",4
Masters,2017,3,37,2,0,0,0,1,1,0,0,1,"(2, 2)",2,"(5, 5)",5,"(3, 3)",3,"(15, 15)",15,"(2, 2)",2
Bachelors,2016,3,33,2,0,0,0,1,1,0,0,1,"(1, 1)",1,"(4, 4)",4,"(3, 3)",3,"(11, 11)",11,"(2, 2)",2
Bachelors,2016,3,39,4,0,1,0,0,1,0,0,1,"(1, 1)",1,"(4, 4)",4,"(3, 3)",3,"(17, 17)",17,"(4, 4)",4
Masters,2015,3,39,5,0,0,1,0,1,0,0,1,"(2, 2)",2,"(3, 3)",3,"(3, 3)",3,"(17, 17)",17,"(5, 5)",5
Bachelors,2015,3,34,0,0,1,0,0,1,0,0,1,"(1, 1)",1,"(3, 3)",3,"(3, 3)",3,"(12, 12)",12,"(0, 0)",0
Masters,2017,2,33,4,0,0,0,1,1,0,0,1,"(2, 2)",2,"(5, 5)",5,"(2, 2)",2,"(11, 11)",11,"(4, 4)",4
Bachelors,2012,3,33,1,0,1,0,0,1,0,0,1,"(1, 1)",1,"(0, 0)",0,"(3, 3)",3,"(11, 11)",11,"(1, 1)",1
Bachelors,2015,3,31,0,0,0,0,1,1,0,0,1,"(1, 1)",1,"(3, 3)",3,"(3, 3)",3,"(9, 9)",9,"(0, 0)",0
PHD,2016,3,31,4,0,0,1,0,0,1,0,1,"(3, 3)",3,"(4, 4)",4,"(3, 3)",3,"(9, 9)",9,"(4, 4)",4
Bachelors,2015,3,37,4,0,1,0,0,0,1,0,1,"(1, 1)",1,"(3, 3)",3,"(3, 3)",3,"(15, 15)",15,"(4, 4)",4
Bachelors,2012,3,33,0,0,1,0,0,1,0,0,1,"(1, 1)",1,"(0, 0)",0,"(3, 3)",3,"(11, 11)",11,"(0, 0)",0
Bachelors,2017,3,31,0,0,0,1,0,1,0,0,1,"(1, 1)",1,"(5, 5)",5,"(3, 3)",3,"(9, 9)",9,"(0, 0)",0
Bachelors,2017,3,41,2,0,1,0,0,0,1,0,1,"(1, 1)",1,"(5, 5)",5,"(3, 3)",3,"(19, 19)",19,"(2, 2)",2
Masters,2017,2,39,2,0,0,1,0,1,0,0,1,"(2, 2)",2,"(5, 5)",5,"(2, 2)",2,"(17, 17)",17,"(2, 2)",2
Masters,2013,3,32,2,0,0,0,1,1,0,0,1,"(2, 2)",2,"(1, 1)",1,"(3, 3)",3,"(10, 10)",10,"(2, 2)",2
Bachelors,2016,3,37,3,0,0,1,0,1,0,0,1,"(1, 1)",1,"(4, 4)",4,"(3, 3)",3,"(15, 15)",15,"(3, 3)",3
Bachelors,2014,3,37,1,0,1,0,0,1,0,0,1,"(1, 1)",1,"(2, 2)",2,"(3, 3)",3,"(15, 15)",15,"(1, 1)",1
Bachelors,2017,2,34,3,1,0,1,0,0,1,0,1,"(1, 1)",1,"(5, 5)",5,"(2, 2)",2,"(12, 12)",12,"(3, 3)",3
Bachelors,2017,2,31,2,0,0,0,1,1,0,0,1,"(1, 1)",1,"(5, 5)",5,"(2, 2)",2,"(9, 9)",9,"(2, 2)",2
Bachelors,2014,2,34,1,1,0,1,0,0,1,1,0,"(1, 1)",1,"(2, 2)",2,"(2, 2)",2,"(12, 12)",12,"(1, 1)",1
Bachelors,2012,3,38,5,0,1,0,0,0,1,0,1,"(1, 1)",1,"(0, 0)",0,"(3, 3)",3,"(16, 16)",16,"(5, 5)",5
Bachelors,2013,3,37,1,0,1,0,0,0,1,0,1,"(1, 1)",1,"(1, 1)",1,"(3, 3)",3,"(15, 15)",15,"(1, 1)",1
Bachelors,2015,1,34,3,1,0,1,0,0,1,0,1,"(1, 1)",1,"(3, 3)",3,"(1, 1)",1,"(12, 12)",12,"(3, 3)",3
Bachelors,2015,3,33,2,0,1,0,0,1,0,0,1,"(1, 1)",1,"(3, 3)",3,"(3, 3)",3,"(11, 11)",11,"(2, 2)",2
Bachelors,2016,3,37,4,0,1,0,0,1,0,0,1,"(1, 1)",1,"(4, 4)",4,"(3, 3)",3,"(15, 15)",15,"(4, 4)",4
Bachelors,2016,3,41,4,0,1,0,0,1,0,0,1,"(1, 1)",1,"(4, 4)",4,"(3, 3)",3,"(19, 19)",19,"(4, 4)",4
Bachelors,2012,1,38,1,0,1,0,0,0,1,0,1,"(1, 1)",1,"(0, 0)",0,"(1, 1)",1,"(16, 16)",16,"(1, 1)",1
Bachelors,2016,3,40,5,0,0,1,0,1,0,0,1,"(1, 1)",1,"(4, 4)",4,"(3, 3)",3,"(18, 18)",18,"(5, 5)",5
Bachelors,2017,3,33,1,1,0,0,1,0,1,0,1,"(1, 1)",1,"(5, 5)",5,"(3, 3)",3,"(11, 11)",11,"(1, 1)",1
Bachelors,2016,3,33,1,0,0,0,1,1,0,0,1,"(1, 1)",1,"(4, 4)",4,"(3, 3)",3,"(11, 11)",11,"(1, 1)",1
Masters,2013,3,37,2,0,0,0,1,1,0,1,0,"(2, 2)",2,"(1, 1)",1,"(3, 3)",3,"(15, 15)",15,"(2, 2)",2
Bachelors,2017,2,36,2,0,0,0,1,0,1,0,1,"(1, 1)",1,"(5, 5)",5,"(2, 2)",2,"(14, 14)",14,"(2, 2)",2
Bachelors,2012,3,36,5,0,1,0,0,0,1,0,1,"(1, 1)",1,"(0, 0)",0,"(3, 3)",3,"(14, 14)",14,"(5, 5)",5
Bachelors,2015,3,41,1,0,1,0,0,1,0,0,1,"(1, 1)",1,"(3, 3)",3,"(3, 3)",3,"(19, 19)",19,"(1, 1)",1
Masters,2014,3,40,5,0,0,0,1,1,0,0,1,"(2, 2)",2,"(2, 2)",2,"(3, 3)",3,"(18, 18)",18,"(5, 5)",5
Bachelors,2016,3,36,0,0,1,0,0,0,1,0,1,"(1, 1)",1,"(4, 4)",4,"(3, 3)",3,"(14, 14)",14,"(0, 0)",0
Masters,2017,2,41,2,1,1,0,0,1,0,1,0,"(2, 2)",2,"(5, 5)",5,"(2, 2)",2,"(19, 19)",19,"(2, 2)",2
Bachelors,2015,3,33,5,0,0,1,0,1,0,0,1,"(1, 1)",1,"(3, 3)",3,"(3, 3)",3,"(11, 11)",11,"(5, 5)",5
Masters,2017,2,37,2,0,0,0,1,0,1,0,1,"(2, 2)",2,"(5, 5)",5,"(2, 2)",2,"(15, 15)",15,"(2, 2)",2
Bachelors,2017,2,33,0,0,0,0,1,1,0,0,1,"(1, 1)",1,"(5, 5)",5,"(2, 2)",2,"(11, 11)",11,"(0, 0)",0
Bachelors,2014,3,40,4,0,1,0,0,0,1,0,1,"(1, 1)",1,"(2, 2)",2,"(3, 3)",3,"(18, 18)",18,"(4, 4)",4
Masters,2018,3,36,2,1,0,0,1,1,0,0,1,"(2, 2)",2,"(6, 6)",6,"(3, 3)",3,"(14, 14)",14,"(2, 2)",2
Bachelors,2018,3,40,3,1,1,0,0,1,0,1,0,"(1, 1)",1,"(6, 6)",6,"(3, 3)",3,"(18, 18)",18,"(3, 3)",3
Masters,2018,3,40,2,1,1,0,0,1,0,0,1,"(2, 2)",2,"(6, 6)",6,"(3, 3)",3,"(18, 18)",18,"(2, 2)",2
Bachelors,2012,3,39,5,0,0,1,0,1,0,0,1,"(1, 1)",1,"(0, 0)",0,"(3, 3)",3,"(17, 17)",17,"(5, 5)",5
Bachelors,2016,3,37,2,0,1,0,0,1,0,0,1,"(1, 1)",1,"(4, 4)",4,"(3, 3)",3,"(15, 15)",15,"(2, 2)",2
Bachelors,2012,3,40,3,0,0,0,1,1,0,0,1,"(1, 1)",1,"(0, 0)",0,"(3, 3)",3,"(18, 18)",18,"(3, 3)",3
Bachelors,2018,3,38,1,1,1,0,0,1,0,0,1,"(1, 1)",1,"(6, 6)",6,"(3, 3)",3,"(16, 16)",16,"(1, 1)",1
Bachelors,2016,3,40,1,0,1,0,0,1,0,1,0,"(1, 1)",1,"(4, 4)",4,"(3, 3)",3,"(18, 18)",18,"(1, 1)",1
